比赛时间,比赛ID,联赛名称,主队,客队,主队（让球）vs客队,半场比分,全场比分,总进球数,胜赔率,平赔率,负赔率
2025/8/24,周日005,荷兰甲级联赛,海伦芬,特温特,海伦芬（+1）vs特温特,0:01,1:02,3,2.5,3.35,2.32
2025/8/24,周日003,韩国职业联赛,浦项制铁,全北现代,浦项制铁（+1）vs全北现代,3:01,3:01,4,3.22,3.16,1.99
2025/8/25,周日020,葡萄牙超级联赛,波尔图,卡萨皮亚,波尔图（-2）vs卡萨皮亚,3:00,4:00,4,1.12,6.05,14
2025/8/25,周日018,意大利甲级联赛,卡利亚里,佛罗伦萨,卡利亚里（+1）vs佛罗伦萨,0:00,1:01,2,3.55,3.2,1.87
2025/8/25,周日019,意大利甲级联赛,科莫,拉齐奥,科莫（-1）vs拉齐奥,0:00,2:00,2,2.35,3.1,2.62
2025/8/25,周日021,西班牙甲级联赛,比利亚雷亚尔,赫罗纳,比利亚雷亚尔（-1）vs赫罗纳,4:00,5:00,5,1.34,4.5,6.2
2025/8/25,周日022,西班牙甲级联赛,皇家社会,西班牙人,皇家社会（-1）vs西班牙人,0:02,2:02,4,1.56,3.38,5.2
2025/8/25,周日023,意大利甲级联赛,尤文图斯,帕尔马,尤文图斯（-1）vs帕尔马,0:00,2:00,2,1.27,4.75,7.6
2025/8/25,周日024,意大利甲级联赛,亚特兰大,比萨,亚特兰大（-1）vs比萨,0:01,1:01,2,1.28,4.85,7.05
2025/8/25,周日025,法国甲级联赛,里尔,摩纳哥,里尔（+1）vs摩纳哥,0:00,1:00,1,3.07,3.38,1.97
2025/8/25,周日026,西班牙甲级联赛,皇家奥维耶多,皇家马德里,皇家奥维耶多（+1）vs皇家马德里,0:01,0:03,3,9.15,5.55,1.19
2025/8/26,周一001,芬兰超级联赛,赫尔辛基火花,AC奥卢,赫尔辛基火花（-1）vsAC奥卢,1:01,3:02,5,1.68,3.55,3.96
2025/8/26,周一002,意大利甲级联赛,乌迪内斯,维罗纳,乌迪内斯（-1）vs维罗纳,0:00,1:01,2,1.69,3.2,4.45
2025/8/26,周一003,瑞典超级联赛,哥德堡盖斯,米亚尔比,哥德堡盖斯（-1）vs米亚尔比,0:00,0:02,2,2.33,3.05,2.7
2025/8/26,周一004,挪威超级联赛,萨尔普斯堡,克里斯蒂安松,萨尔普斯堡（-1）vs克里斯蒂安松,0:01,0:01,1,1.44,4.5,4.7
2025/8/26,周一005,西班牙甲级联赛,毕尔巴鄂竞技,巴列卡诺,毕尔巴鄂竞技（-1）vs巴列卡诺,0:00,1:00,1,1.45,3.65,6.05
2025/8/26,周一006,意大利甲级联赛,国际米兰,都灵,国际米兰（-1）vs都灵,2:00,5:00,5,1.23,4.9,8.9
2025/8/26,周一007,法国乙级联赛,波城FC,兰斯,波城FC（+1）vs兰斯,2:00,2:00,2,3.76,3.5,1.73
2025/8/26,周一008,英格兰超级联赛,纽卡斯尔联,利物浦,纽卡斯尔联（+1）vs利物浦,0:01,2:03,5,2.95,3.65,1.94
2025/8/26,周一009,葡萄牙超级联赛,阿马多拉,阿尔维卡,阿马多拉（-1）vs阿尔维卡,1:02,2:02,4,2.18,2.9,3.07
2025/8/26,周一010,西班牙甲级联赛,塞维利亚,赫塔费,塞维利亚（-1）vs赫塔费,1:01,1:02,3,1.9,2.9,3.9
2025/8/27,周二001,欧洲冠军联赛,阿拉木图凯拉特,凯尔特人,阿拉木图凯拉特（+1）vs凯尔特人,0:00,0:00,0,5.05,3.85,1.49
2025/8/27,周二002,英格兰联赛杯,狼队,西汉姆联,狼队（-1）vs西汉姆联,1:00,3:02,5,2.23,3.05,2.83
2025/8/27,周二003,英格兰联赛杯,伯恩茅斯,布伦特福德,伯恩茅斯（-1）vs布伦特福德,0:01,0:02,2,1.65,3.7,3.95
2025/8/27,周二004,英格兰联赛杯,伯恩利,德比郡,伯恩利（-1）vs德比郡,1:01,2:01,3,1.25,4.4,9.75
2025/8/27,周二005,德国杯,不伦瑞克,斯图加特,不伦瑞克（+1）vs斯图加特,1:01,3:03,6,9,5.65,1.19
2025/8/27,周二006,欧洲冠军联赛,格拉茨风暴,博德闪耀,格拉茨风暴（+1）vs博德闪耀,1:01,2:01,3,2.3,3.6,2.4
2025/8/27,周二007,欧洲冠军联赛,帕福斯,贝尔格莱德红星,帕福斯（+1）vs贝尔格莱德红星,0:00,1:01,2,3.56,3.45,1.79
2025/8/27,周三001,韩国足总杯,江原FC,全北现代,江原FC（+1）vs全北现代,0:00,1:02,3,3.5,3.25,1.87
2025/8/28,周四001,欧罗巴联赛,库普斯,中日德兰,库普斯（+1）vs中日德兰,0:00,0:02,2,3.75,3.6,1.71
2025/8/28,周三008,西班牙甲级联赛,维戈塞尔塔,皇家贝蒂斯,维戈塞尔塔（-1）vs皇家贝蒂斯,0:01,1:01,2,1.96,3.1,3.37
2025/8/28,周三007,欧洲冠军联赛,本菲卡,费内巴切,本菲卡（-1）vs费内巴切,1:00,1:00,1,1.54,3.55,5.05
2025/8/28,周三006,欧洲冠军联赛,布鲁日,格拉斯哥流浪者,布鲁日（-1）vs格拉斯哥流浪者,5:00,6:00,6,1.45,4,5.26
2025/8/28,周三005,欧洲冠军联赛,哥本哈根,巴塞尔,哥本哈根（-1）vs巴塞尔,0:00,2:00,2,1.43,4.05,5.45
2025/8/28,周三004,英格兰联赛杯,富勒姆,布里斯托尔城,富勒姆（-1）vs布里斯托尔城,2:00,2:00,2,1.26,4.75,8
2025/8/28,周三003,英格兰联赛杯,牛津联,布赖顿,牛津联（+1）vs布赖顿,0:02,0:06,6,8.8,5.5,1.2
2025/8/28,周三002,欧罗巴联赛,AEK拉纳卡,布兰,AEK拉纳卡（-1）vs布兰,0:01,0:04,4,2.3,3.1,2.69
2025/8/29,周四002,欧洲协会联赛,腓特烈斯塔,水晶宫,腓特烈斯塔（+1）vs水晶宫,0:00,0:00,0,8.1,4.85,1.25
2025/8/29,周四003,欧罗巴联赛,塞萨洛尼基,里耶卡,塞萨洛尼基（-1）vs里耶卡,2:00,5:00,5,1.37,3.9,7
2025/8/29,周四004,欧罗巴联赛,年轻人,布拉迪斯拉发,年轻人（-1）vs布拉迪斯拉发,2:01,3:02,5,1.51,3.95,4.7
2025/8/29,周四006,欧罗巴联赛,布加勒斯特星,阿伯丁,布加勒斯特星（-1）vs阿伯丁,1:00,3:00,3,1.45,3.85,5.55
2025/8/29,周四007,欧洲协会联赛,美因茨,罗森博格,美因茨（-1）vs罗森博格,3:01,4:01,5,1.22,5.4,8
2025/8/29,周四005,欧罗巴联赛,乌德勒支,兹林尼斯基,乌德勒支（-1）vs兹林尼斯基,0:00,0:00,0,1.25,4.65,8.75
2025/8/30,周五012,葡萄牙超级联赛,吉维森特,摩雷伦斯,吉维森特（-1）vs摩雷伦斯,0:00,2:00,2,2.45,2.66,2.9
2025/8/30,周五001,德国乙级联赛,纽伦堡,帕德博恩,纽伦堡（+1）vs帕德博恩,0:00,0:00,0,3.21,3.4,1.91
2025/8/30,周六004,韩国职业联赛,蔚山现代,全北现代,蔚山现代（-1）vs全北现代,0:00,0:02,2,2.2,3.55,2.55
2025/8/30,周六003,日本乙级联赛,千叶市原,甲府风林,千叶市原（-1）vs甲府风林,1:01,2:01,3,1.74,3.25,4.05
2025/8/30,周六002,日本职业联赛,神户胜利船,横滨水手,神户胜利船（-1）vs横滨水手,1:00,1:00,1,1.34,4.4,6.4
2025/8/30,周六001,日本职业联赛,京都不死鸟,冈山绿雉,京都不死鸟（-1）vs冈山绿雉,3:00,5:00,5,1.82,3.35,3.55
2025/8/30,周五013,西班牙甲级联赛,巴伦西亚,赫塔费,巴伦西亚（-1）vs赫塔费,1:00,3:00,3,2.1,2.75,3.45
2025/8/30,周五011,英格兰冠军联赛,莱切斯特城,伯明翰,莱切斯特城（-1）vs伯明翰,1:00,2:00,2,2.1,3.1,3.02
2025/8/30,周五002,德国乙级联赛,柏林赫塔,埃尔沃斯堡,柏林赫塔（-1）vs埃尔沃斯堡,0:01,0:02,2,2.14,3.35,2.75
2025/8/30,周五009,意大利甲级联赛,莱切,AC米兰,莱切（+1）vsAC米兰,0:00,0:02,2,6,3.72,1.44
2025/8/30,周五008,德国甲级联赛,汉堡,圣保利,汉堡（-1）vs圣保利,0:01,0:02,2,2.2,3.05,2.88
2025/8/30,周五007,荷兰乙级联赛,奥斯,多德勒支,奥斯（+1）vs多德勒支,0:01,0:03,3,3.1,3.4,1.95
2025/8/30,周五006,荷兰甲级联赛,格罗宁根,赫拉克勒斯,格罗宁根（-1）vs赫拉克勒斯,3:00,4:00,4,1.43,3.95,5.65
2025/8/30,周五005,法国乙级联赛,圣旺红星,阿纳西,圣旺红星（-1）vs阿纳西,1:00,1:00,1,1.7,3.25,4.3
2025/8/30,周五004,西班牙甲级联赛,埃尔切,莱万特,埃尔切（-1）vs莱万特,0:00,2:00,2,2.08,2.82,3.4
2025/8/30,周五003,意大利甲级联赛,克雷莫纳,萨索洛,克雷莫纳（-1）vs萨索洛,2:00,3:02,5,2.4,2.94,2.68
2025/8/30,周六005,韩国职业联赛,大邱FC,水原FC,大邱FC（+1）vs水原FC,0:01,3:01,4,3.25,3.75,1.8
2025/8/30,周五010,法国甲级联赛,朗斯,布雷斯特,朗斯（-1）vs布雷斯特,0:01,3:01,4,1.61,3.6,4.35
2025/8/30,周六006,英格兰超级联赛,切尔西,富勒姆,切尔西（-1）vs富勒姆,1:00,2:00,2,1.52,3.85,4.72
2025/8/30,周六009,瑞典超级联赛,IFK哥德堡,韦纳穆,IFK哥德堡（-1）vs韦纳穆,1:00,1:00,1,1.29,5,6.5
2025/8/30,周六008,英格兰冠军联赛,斯托克城,西布罗姆维奇,斯托克城（-1）vs西布罗姆维奇,0:01,0:01,1,2.4,2.95,2.68
2025/8/30,周六007,英格兰冠军联赛,米德尔斯堡,谢菲尔德联,米德尔斯堡（-1）vs谢菲尔德联,0:00,1:00,1,1.91,3.35,3.25
2025/8/30,周六025,瑞典超级联赛,米亚尔比,哈尔姆斯塔德,米亚尔比（-1）vs哈尔姆斯塔德,0:00,1:00,1,1.28,4.85,7.05
2025/8/30,周六024,法国甲级联赛,洛里昂,里尔,洛里昂（+1）vs里尔,0:00,1:07,8,3.25,3.4,1.9
2025/8/30,周六023,西班牙甲级联赛,阿拉维斯,马德里竞技,阿拉维斯（+1）vs马德里竞技,1:01,1:01,2,5.65,3.3,1.54
2025/8/30,周六021,荷兰甲级联赛,福伦丹,阿贾克斯,福伦丹（+1）vs阿贾克斯,1:00,1:01,2,8.3,5.7,1.2
2025/8/30,周六020,英格兰冠军联赛,布里斯托尔城,赫尔城,布里斯托尔城（-1）vs赫尔城,3:01,4:02,6,1.76,3.28,3.9
2025/8/30,周六019,英格兰冠军联赛,沃特福德,南安普敦,沃特福德（+1）vs南安普敦,0:01,2:02,4,2.85,2.94,2.28
2025/8/30,周六018,英格兰超级联赛,狼队,埃弗顿,狼队（-1）vs埃弗顿,1:02,2:03,5,3.4,3,2
2025/8/30,周六022,葡萄牙超级联赛,卡萨皮亚,葡萄牙国民,卡萨皮亚（-1）vs葡萄牙国民,0:02,0:02,2,1.99,2.9,3.55
2025/8/30,周六016,英格兰超级联赛,曼彻斯特联,伯恩利,曼彻斯特联（-1）vs伯恩利,1:00,3:02,5,1.26,4.6,8.45
2025/8/30,周六015,英格兰超级联赛,桑德兰,布伦特福德,桑德兰（+1）vs布伦特福德,0:00,2:01,3,3,3.2,2.07
2025/8/30,周六014,德国甲级联赛,霍芬海姆,法兰克福,霍芬海姆（+1）vs法兰克福,0:02,1:03,4,2.71,3.6,2.07
2025/8/30,周六013,德国甲级联赛,斯图加特,门兴格拉德巴赫,斯图加特（-1）vs门兴格拉德巴赫,0:00,1:00,1,1.4,4.65,5
2025/8/30,周六012,德国甲级联赛,莱比锡红牛,海登海姆,莱比锡红牛（-1）vs海登海姆,0:00,2:00,2,1.31,4.7,6.55
2025/8/30,周六011,德国甲级联赛,云达不来梅,勒沃库森,云达不来梅（+1）vs勒沃库森,1:02,3:03,6,3.4,3.57,1.8
2025/8/30,周六017,英格兰超级联赛,托特纳姆热刺,伯恩茅斯,托特纳姆热刺（-1）vs伯恩茅斯,0:01,0:01,1,1.62,3.86,3.95
2025/8/30,周六010,瑞典超级联赛,布鲁马波卡纳,埃尔夫斯堡,布鲁马波卡纳（+1）vs埃尔夫斯堡,0:00,3:00,3,2.2,3.6,2.52
2025/8/31,周六039,法国甲级联赛,图卢兹,巴黎圣日尔曼,图卢兹（+1）vs巴黎圣日尔曼,1:04,3:06,9,8.5,5.4,1.21
2025/8/31,周六040,西班牙甲级联赛,皇家马德里,马洛卡,皇家马德里（-2）vs马洛卡,2:01,2:01,3,1.09,6.9,15
2025/8/31,周六041,葡萄牙超级联赛,里斯本竞技,波尔图,里斯本竞技（-1）vs波尔图,0:00,1:02,3,1.83,3.24,3.64
2025/8/31,周日002,日本职业联赛,大阪樱花,广岛三箭,大阪樱花（+1）vs广岛三箭,1:00,1:01,2,3.05,3.65,1.9
2025/8/31,周日001,日本职业联赛,清水鼓动,鹿岛鹿角,清水鼓动（+1）vs鹿岛鹿角,1:00,1:01,2,3.1,3.4,1.95
2025/8/31,周日003,日本职业联赛,川崎前锋,町田泽维亚,川崎前锋（+1）vs町田泽维亚,2:02,5:03,8,2.75,3.35,2.14
2025/8/31,周六038,荷兰甲级联赛,SBV精英,特温特,SBV精英（+1）vs特温特,0:00,1:00,1,3.8,3.7,1.68
2025/8/31,周六042,美国职业大联盟,纳什维尔,亚特兰大联,纳什维尔（-1）vs亚特兰大联,0:01,0:01,1,1.33,4.5,6.45
2025/8/31,周六037,意大利甲级联赛,那不勒斯,卡利亚里,那不勒斯（-1）vs卡利亚里,0:00,1:00,1,1.27,4.6,8
2025/8/31,周六028,德国甲级联赛,奥格斯堡,拜仁慕尼黑,奥格斯堡（+2）vs拜仁慕尼黑,0:02,2:03,5,9.75,6.35,1.15
2025/8/31,周六035,西班牙甲级联赛,赫罗纳,塞维利亚,赫罗纳（-1）vs塞维利亚,0:01,0:02,2,2.12,3.1,3
2025/8/31,周六034,葡萄牙超级联赛,吉马良斯,阿罗卡,吉马良斯（-1）vs阿罗卡,1:01,1:01,2,1.53,3.65,5
2025/8/31,周六033,法国甲级联赛,南特,欧塞尔,南特（-1）vs欧塞尔,1:00,1:00,1,2.08,3,3.17
2025/8/31,周六032,西班牙甲级联赛,皇家奥维耶多,皇家社会,皇家奥维耶多（+1）vs皇家社会,1:00,1:00,1,3.54,2.9,1.99
2025/8/31,周六031,荷兰甲级联赛,海伦芬,前进之鹰,海伦芬（-1）vs前进之鹰,1:01,2:02,4,2.04,3.45,2.86
2025/8/31,周六030,意大利甲级联赛,帕尔马,亚特兰大,帕尔马（+1）vs亚特兰大,0:00,1:01,2,4.6,3.7,1.56
2025/8/31,周六029,意大利甲级联赛,博洛尼亚,科莫,博洛尼亚（-1）vs科莫,0:00,1:00,1,2.3,2.94,2.82
2025/8/31,周日004,韩国职业联赛,江原FC,浦项制铁,江原FC（+1）vs浦项制铁,1:00,1:00,1,2.58,2.95,2.48
2025/8/31,周六027,英格兰超级联赛,利兹联,纽卡斯尔联,利兹联（+1）vs纽卡斯尔联,0:00,0:00,0,2.95,3.3,2.05
2025/8/31,周六026,挪威超级联赛,瓦勒伦加,布莱尼,瓦勒伦加（-1）vs布莱尼,3:01,3:02,5,1.53,3.92,4.53
2025/8/31,周六036,意大利甲级联赛,比萨,罗马,比萨（+1）vs罗马,0:00,0:01,1,5.2,3.7,1.5
2025/8/31,周日005,韩国职业联赛,首尔FC,安养FC,首尔FC（-1）vs安养FC,0:01,1:02,3,1.49,3.75,5.25
2025/8/31,周日012,英格兰超级联赛,诺丁汉森林,西汉姆联,诺丁汉森林（-1）vs西汉姆联,0:00,0:03,3,1.45,3.95,5.35
2025/8/31,周日007,瑞典超级联赛,AIK索尔纳,天狼星,AIK索尔纳（-1）vs天狼星,0:01,2:01,3,1.62,3.52,4.4
2025/8/31,周日028,德国甲级联赛,多特蒙德,柏林联合,多特蒙德（-1）vs柏林联合,1:00,3:00,3,1.28,4.8,7.15
2025/8/31,周日027,英格兰超级联赛,利物浦,阿森纳,利物浦（-1）vs阿森纳,0:00,1:00,1,2.15,3.15,2.89
2025/8/31,周日026,法国甲级联赛,巴黎FC,梅斯,巴黎FC（-1）vs梅斯,1:01,3:02,5,1.6,3.6,4.42
2025/8/31,周日025,法国甲级联赛,摩纳哥,斯特拉斯堡,摩纳哥（-1）vs斯特拉斯堡,1:00,3:02,5,1.29,4.85,6.75
2025/8/31,周日024,法国甲级联赛,勒阿弗尔,尼斯,勒阿弗尔（+1）vs尼斯,1:00,3:01,4,3.38,3.35,1.87
2025/8/31,周日023,挪威超级联赛,特罗姆瑟,奥斯陆KFUM,特罗姆瑟（-1）vs奥斯陆KFUM,1:00,2:00,2,1.8,3.22,3.8
2025/8/31,周日022,挪威超级联赛,桑纳菲尤尔,博德闪耀,桑纳菲尤尔（+1）vs博德闪耀,0:00,1:02,3,5.4,4.92,1.35
2025/8/31,周日006,瑞典超级联赛,北雪平,佐加顿斯,北雪平（+1）vs佐加顿斯,0:02,0:04,4,4.1,3.8,1.61
2025/8/31,周日020,西班牙甲级联赛,维戈塞尔塔,比利亚雷亚尔,维戈塞尔塔（+1）vs比利亚雷亚尔,0:00,1:01,2,3,3.5,1.96
2025/8/31,周日019,荷兰甲级联赛,布雷达,阿尔克马尔,布雷达（+1）vs阿尔克马尔,0:00,0:01,1,4.65,3.9,1.52
2025/8/31,周日021,挪威超级联赛,维京,罗森博格,维京（-1）vs罗森博格,1:00,2:01,3,1.62,4.08,3.75
2025/8/31,周日017,葡萄牙超级联赛,通德拉,埃斯托里尔,通德拉（+1）vs埃斯托里尔,0:01,2:02,4,2.63,2.95,2.44
2025/8/31,周日016,芬兰超级联赛,国际图尔库,瓦萨,国际图尔库（-1）vs瓦萨,0:00,2:01,3,1.29,4.75,7
2025/8/31,周日015,芬兰超级联赛,塞伊奈约基,库普斯,塞伊奈约基（-1）vs库普斯,1:01,1:01,2,2.6,3.75,2.1
2025/8/31,周日014,德国甲级联赛,沃尔夫斯堡,美因茨,沃尔夫斯堡（-1）vs美因茨,1:00,1:01,2,1.8,3.55,3.42
2025/8/31,周日013,法国甲级联赛,昂热,雷恩,昂热（+1）vs雷恩,0:01,1:01,2,4.2,3.6,1.63
2025/8/31,周日011,英格兰超级联赛,布赖顿,曼彻斯特城,布赖顿（+1）vs曼彻斯特城,0:01,2:01,3,3.36,3.66,1.79
2025/8/31,周日010,挪威超级联赛,克里斯蒂安松,布兰,克里斯蒂安松（+1）vs布兰,0:00,2:02,4,4.3,4.2,1.52
2025/8/31,周日009,荷兰甲级联赛,鹿特丹斯巴达,费耶诺德,鹿特丹斯巴达（+1）vs费耶诺德,0:01,0:04,4,3.8,3.85,1.65
2025/8/31,周日008,荷兰甲级联赛,兹沃勒,乌德勒支,兹沃勒（+1）vs乌德勒支,0:02,0:02,2,3.19,3.42,1.91
2025/8/31,周日018,瑞典超级联赛,哥德堡盖斯,赫根,哥德堡盖斯（-1）vs赫根,1:00,2:01,3,1.69,3.55,3.9
2025/9/1,周日033,挪威超级联赛,斯特罗姆加斯特,莫尔德,斯特罗姆加斯特（+1）vs莫尔德,2:00,3:01,4,3.6,3.95,1.67
2025/9/1,周日029,意大利甲级联赛,热那亚,尤文图斯,热那亚（+1）vs尤文图斯,0:00,0:01,1,4.88,3.1,1.66
2025/9/1,周日030,意大利甲级联赛,都灵,佛罗伦萨,都灵（+1）vs佛罗伦萨,0:00,0:00,0,3.05,2.88,2.2
2025/9/1,周日031,西班牙甲级联赛,皇家贝蒂斯,毕尔巴鄂竞技,皇家贝蒂斯（+1）vs毕尔巴鄂竞技,0:00,1:02,3,2.85,2.95,2.28
2025/9/1,周日032,葡萄牙超级联赛,阿尔维卡,本菲卡,阿尔维卡（+2）vs本菲卡,0:02,1:02,3,14.5,6.25,1.11
2025/9/1,周日034,德国甲级联赛,科隆,弗赖堡,科隆（-1）vs弗赖堡,1:00,4:01,5,2.34,3.15,2.6
2025/9/1,周日035,西班牙甲级联赛,西班牙人,奥萨苏纳,西班牙人（-1）vs奥萨苏纳,0:00,1:00,1,2.12,2.94,3.15
2025/9/1,周日036,英格兰超级联赛,阿斯顿维拉,水晶宫,阿斯顿维拉（-1）vs水晶宫,0:01,0:03,3,1.76,3.3,3.9
2025/9/1,周日037,意大利甲级联赛,国际米兰,乌迪内斯,国际米兰（-1）vs乌迪内斯,1:02,1:02,3,1.17,5.6,10.5
2025/9/1,周日038,意大利甲级联赛,拉齐奥,维罗纳,拉齐奥（-1）vs维罗纳,3:00,4:00,4,1.38,3.95,6.6
2025/9/1,周日039,法国甲级联赛,里昂,马赛,里昂（+1）vs马赛,0:00,1:00,1,2.6,3.45,2.2
2025/9/1,周日040,西班牙甲级联赛,巴列卡诺,巴塞罗那,巴列卡诺（+1）vs巴塞罗那,0:01,1:01,2,6.75,5.15,1.27
2025/9/1,周日041,葡萄牙超级联赛,里奥阿维,布拉加,里奥阿维（+1）vs布拉加,2:01,2:02,4,4.35,3.6,1.61
2025/9/3,周二003,英格兰锦标赛,AFC温布尔登,斯蒂文尼奇,AFC温布尔登（+1）vs斯蒂文尼奇,1:03,1:05,6,3.02,3.11,2.1
2025/9/3,周二002,英格兰锦标赛,彼得堡联,莱顿东方,彼得堡联（+1）vs莱顿东方,1:01,1:03,4,2.45,2.97,2.6
2025/9/3,周二001,英格兰锦标赛,博尔顿,罗瑟汉姆,博尔顿（-1）vs罗瑟汉姆,1:00,1:00,1,1.35,4.35,6.3
2025/9/4,周四001,世界杯预选赛,哈萨克斯坦,威尔士,哈萨克斯坦（+1）vs威尔士,0:01,0:01,1,5.9,3.7,1.45
2025/9/5,周四002,世界杯预选赛,格鲁吉亚,土耳其,格鲁吉亚（+1）vs土耳其,0:02,2:03,5,3.19,3.48,1.89
2025/9/5,周四003,世界杯预选赛,卢森堡,北爱尔兰,卢森堡（+1）vs北爱尔兰,1:01,1:03,4,3.92,2.77,1.95
2025/9/5,周四004,世界杯预选赛,斯洛伐克,德国,斯洛伐克（+1）vs德国,1:00,2:00,2,6.9,4.55,1.31
2025/9/5,周四005,世界杯预选赛,保加利亚,西班牙,保加利亚（+2）vs西班牙,0:03,0:03,3,,,
2025/9/5,周四006,世界杯预选赛,荷兰,波兰,荷兰（-2）vs波兰,1:00,1:01,2,1.23,4.8,9.25
2025/9/5,周四008,世界杯预选赛,阿根廷,委内瑞拉,阿根廷（-2）vs委内瑞拉,1:00,3:00,3,1.15,5.5,13
2025/9/5,周四009,世界杯预选赛,乌拉圭,秘鲁,乌拉圭（-1）vs秘鲁,1:00,3:00,3,1.29,4.3,8.2
2025/9/5,周四010,世界杯预选赛,巴拉圭,厄瓜多尔,巴拉圭（-1）vs厄瓜多尔,0:00,0:00,0,2.1,2.7,3.53
2025/9/5,周四011,世界杯预选赛,巴西,智利,巴西（-2）vs智利,1:00,3:00,3,1.11,6.2,14.8
2025/9/5,周四007,世界杯预选赛,哥伦比亚,玻利维亚,哥伦比亚（-2）vs玻利维亚,1:00,3:00,3,,,
2025/9/6,周五008,世界杯预选赛,法罗群岛,克罗地亚,法罗群岛（+2）vs克罗地亚,0:01,0:01,1,,,
2025/9/6,周五002,世界杯预选赛,斯洛文尼亚,瑞典,斯洛文尼亚（+1）vs瑞典,0:01,2:02,4,3.5,3.08,1.93
2025/9/6,周五003,世界杯预选赛,瑞士,科索沃,瑞士（-1）vs科索沃,4:00,4:00,4,1.28,4.65,7.5
2025/9/6,周五004,世界杯预选赛,冰岛,阿塞拜疆,冰岛（-1）vs阿塞拜疆,1:00,5:00,5,1.31,4.2,7.8
2025/9/6,周五005,世界杯预选赛,黑山,捷克,黑山（+1）vs捷克,0:01,0:02,2,5.8,3.75,1.45
2025/9/6,周五006,世界杯预选赛,丹麦,苏格兰,丹麦（-1）vs苏格兰,0:00,0:00,0,1.36,3.95,7.1
2025/9/6,周五007,世界杯预选赛,意大利,爱沙尼亚,意大利（-3）vs爱沙尼亚,0:00,5:00,5,,,
2025/9/6,周六001,世界杯预选赛,拉脱维亚,塞尔维亚,拉脱维亚（+2）vs塞尔维亚,0:01,0:01,1,12,4.85,1.19
2025/9/6,周五001,荷兰乙级联赛,格拉夫夏普,埃门,格拉夫夏普（-1）vs埃门,0:02,2:03,5,1.42,4.15,5.45
2025/9/6,周六003,英格兰甲级联赛,普利茅斯,斯托克港,普利茅斯（+1）vs斯托克港,2:01,4:02,6,3.12,3.32,1.97
2025/9/6,周六004,英格兰甲级联赛,唐卡斯特,布拉德福德,唐卡斯特（-1）vs布拉德福德,3:01,3:01,4,2.21,3,2.92
2025/9/6,周六005,英格兰甲级联赛,罗瑟汉姆,埃克塞特城,罗瑟汉姆（-1）vs埃克塞特城,1:00,1:00,1,2.03,3.18,3.1
2025/9/6,周六006,英格兰甲级联赛,博尔顿,AFC温布尔登,博尔顿（-1）vsAFC温布尔登,1:00,3:00,3,1.32,4.2,7.5
2025/9/6,周六007,英格兰甲级联赛,威科姆,曼斯菲尔德,威科姆（-1）vs曼斯菲尔德,1:00,2:00,2,1.95,3.2,3.3
2025/9/6,周六008,英格兰甲级联赛,林肯城,维冈竞技,林肯城（-1）vs维冈竞技,2:01,2:02,4,2.15,2.78,3.28
2025/9/6,周六009,英格兰甲级联赛,哈德斯菲尔德,彼得堡联,哈德斯菲尔德（-1）vs彼得堡联,0:00,3:02,5,1.34,4.35,6.55
2025/9/6,周六002,英格兰甲级联赛,维尔港,莱顿东方,维尔港（-1）vs莱顿东方,1:02,2:03,5,2.24,3.2,2.7
2025/9/7,周六011,世界杯预选赛,亚美尼亚,葡萄牙,亚美尼亚（+2）vs葡萄牙,0:03,0:05,5,,,
2025/9/7,周六012,荷兰乙级联赛,坎布尔,威廉二世,坎布尔（-1）vs威廉二世,0:01,2:02,4,1.54,3.8,4.6
2025/9/7,周六013,世界杯预选赛,爱尔兰,匈牙利,爱尔兰（-1）vs匈牙利,0:02,2:02,4,2.37,2.75,2.91
2025/9/7,周六014,世界杯预选赛,奥地利,塞浦路斯,奥地利（-3）vs塞浦路斯,0:00,1:00,1,,,
2025/9/7,周六015,世界杯预选赛,圣马力诺,波黑,圣马力诺（+3）vs波黑,0:01,0:06,6,,,
2025/9/7,周六016,葡萄牙超级联赛,埃斯托里尔,圣克拉拉,埃斯托里尔（-1）vs圣克拉拉,0:00,0:01,1,2.9,2.72,2.4
2025/9/7,周六017,美国职业大联盟,圣路易斯城,达拉斯FC,圣路易斯城（-1）vs达拉斯FC,1:01,1:01,2,1.83,3.8,3.13
2025/9/7,周六010,世界杯预选赛,英格兰,安道尔,英格兰（-4）vs安道尔,1:00,2:00,2,,,
2025/9/7,周六019,美国职业大联盟,休斯敦迪纳摩,洛杉矶银河,休斯敦迪纳摩（-1）vs洛杉矶银河,1:00,1:01,2,1.67,3.8,3.75
2025/9/7,周日001,日本联赛杯,广岛三箭,湘南海洋,广岛三箭（-1）vs湘南海洋,1:01,4:01,5,1.19,5.45,9.45
2025/9/7,周日002,日本联赛杯,柏太阳神,横滨水手,柏太阳神（-1）vs横滨水手,0:00,1:00,1,1.52,4,4.55
2025/9/7,周日003,日本联赛杯,川崎前锋,浦和红钻,川崎前锋（-1）vs浦和红钻,1:00,2:02,4,2.11,3.22,2.9
2025/9/7,周日004,日本联赛杯,神户胜利船,横滨FC,神户胜利船（-1）vs横滨FC,0:00,1:00,1,1.27,4.55,8.15
2025/9/7,周日005,世界杯预选赛,格鲁吉亚,保加利亚,格鲁吉亚（-1）vs保加利亚,2:00,3:00,3,1.16,5.3,12.75
